RUC,company,total
258245-1-404173,KING WONG S.A,1586
29563-8-236361,AGENCIA Y MERCADEO S A,1586
401-41-83917,PRADA PANAMA S.A,1582
9022-41-92780,PRODUCTOS DIVERSOS S A,1580
935-234-104769,NOVEDADES LA REYNA S A,1580
602831-1-452010,GRUPO NIJAR SOCIEDAD ANONIMA,1579
1604159-1-666869,GAM PANAMA  S A,1577
430-526-95804,FABRICA DE PINTURAS GLIDDEN S A,1572
59517-74-344586,NEGOCIOS CENTROAMERICANOS  S A,1564
19905-47-181183,AIRE SISTEMA S A,1562
12695-40-125688,INVERSIONES JOCLA S A,1561
21154-184-190522,"AMERICAN SPORTSWEAR, S.A.",1558
22532-97-201516,DISTRIBUIDORA CENTROAMERICANA S A,1553
1280455-1-600401,NEVADA S A,1551
949751-1-525608,MELEXA PANAMA  S A,1548
2225-11-39563,FRIOLIN SEGUNDO S A,1545
2139703-1-763487,EL COLONO AGROPECUARIO S.A.,1544
12909-233-127655,LUBRICANTES DELTA S A,1532
28791-9-232875,CENTRAL DE LUBRICANTES S A,1531
E-8-83579,HUITING TANG *AMP. IMPORKAM*,1529
250872-1-403115,GOLDEN APPLE HOLDING INC,1526
1258681-1-595012,FIRE PROTECTION S A,1523
65364-10-360951,ALPHA MEDIQ S A,1522
1169-364-23680,CEK DE PANAMA S A,1520
605217-1-452359,SHOEMASTER S A,1509
124367-1-381937,ELECTRO INDUSTRIAL DE PANAMA S A,1508
5369-139-66832,HUNTER DOUGLAS PANAMA S A,1506
421583-1-294,DELL PANAMA S DE R L,1504
1954939-1-732532,MARTIN INTERNATIONAL TRADING  S A,1500
31423-1-368242,ALSTOM PANAMA S A,1497
2349408-1-797505,THERMO AMERICA GROUP S.A.,1496
24687-150-214130,BUSINESS SUPPLIERS S A,1490
923868-1-520023,IMPLEMENTOS Y HERRAMIENTAS S A  IHERSA,1490
1838853-1-711641,ILLUMINATIONS U S A CORP,1488
1725567-1-691286,"CESAR PIZZA, S.A.",1487
253525-1-403482,ECONOPRECIOS  S  A,1484
1208925-1-583825,INTERNATIONAL DISTRIBUTION GROUP  LTDA  S  A,1481
2646263-1-840156,CHRISTIAN DIOR COUTURE PMA.,1478
2325346-1-2195,DIST CUMMINS DE PANAMA S DE RL,1466
431-195-92319,THE CHEVRON OF PANAMA S A,1464
2413034-1-806654,DISTRIBUIDORA INGCO S.A.,1455
1595499-1-665371,INVERSIONES HECOL  S A,1444
1016341-1-539476,MULTI CONTROL  S A,1443
52090-108-323391,PAAL S A,1441
636435-1-457259,JABES    CORPORATION   S A,1441
31611-10-244069,FALIHA S A,1439
2462615-1-813746,RP INTERNATIONAL GROUP INC,1432
39800-93-613,AMWAY INTERNATIONAL INC,1431
49692-20-315863,"AUSTIN POWDER PANAMA, S.A.",1428
2633858-1-838524,"IMPORTADORA SEA BLUE, S.A.",1426
337-400-72743,PAPELERA ISTME?A S A,1426
908-273-19214,DISTRIBUIDORA DAVID S A,1426
155635888-2-2016,BETMER S.A.,1426
33819-11-253374,SERVI LAB S A,1424
772-441-117276,FRIOLIN S A,1419
2082365-1-753484,"DISTRIBUIDORA EL VALLE F ,S.A",1407
155626034-2-2016,ORTHO-CLINICAL DIAG. PANAMA SA,1401
2427594-1-808714,OFFICE STOP PANAMA S.A,1397
622-509-126296,LABORATORIOS RIGAR S A,1396
1812543-1-707552,ALMACEN LA FIESTA  S A,1395
2138300-1-763294,IMPORTADORA AMJ S A,1395
46637-35-304345,J MALOUL E HIJOS S A,1391
353-62-76827,GUDICO S A,1388
2530886-1-823332,"J&C AUTO IMPORT ,S.A",1384
1582988-1-662909,NATHAN FOODS CORPORATION,1384
PE-14-2404,FRESH FLORAL Y FRUIT SERVICES,1376
1719593-1-690057,DIPSA S A,1372
2020645-1-743316,SOLDADURA Y EQUIPO  S A,1366
396-569-88934,PUMA ENERGY BAHAMAS S A,1366
53128-43-326818,SI ES NATURAL S A,1365
1150345-1-571625,PRO STAR SPORTS S A,1362
1953672-1-732244,MAPEI CONSTRUCTION CHEMICALS PANAMA S A,1361
2081860-1-753390,JWE TRADING S.A,1360
2006179-1-741098,ANALYTICAL TECHNOLOGIES  S A,1357
2301555-1-789993,PUENTE ATLANTICO S.A.,1353
364238-1-419448,CORPORACION DAYSI S A,1352
64102-40-356855,DISTRIBUIDORA NACIONAL DE EMPAQUES S A,1347
1824406-1-709523,T Y GROUP PANAMA  S A,1346
476062-1-434993,NAPPA LEATHER INC,1346
1338701-1-614493,GRUPO ROYAL ORIENTAL  INC,1345
2612560-1-835599,DISTRIBUIDORA WM S.A,1344
2685925-1-845851,SARGO & PASSOS INVESTMENTS,1340
1180-231-110605,AUDIO FOTO INTERNACIONAL S A,1331
257643-1-404101,SUPREME SERVICES PANAMA NO 3 S A,1329
1297764-1-604683,AGENCIA INTERNACIONAL MARITIMA S A  (AIMAR),1325
802-320-149112,PRODIMA S A,1323
663877-1-461627,MORAD S A,1318
1790059-1-703532,AUTO IMPORT DORADO  S A,1317
4934-2-63328,BAXTER DE PANAMA S A,1313
155601724-2-2015,"EURO REPUESTOS, S.A.",1310
155631030-2-2016,"MIXO, S.A.",1308
1885065-1-719834,CONSTRUMARKET S A,1307
2406987-1-805840,"SINJIL, S.A.",1304
52677-2-325263,ZERMAT DE PANAMA S A,1303
155609694-2-2015,"MK PANAMA RETAIL, SA",1302
1368597-1-621231,SUMINISTROS Y RODAMIENTOS  S A,1298
334211-1-415202,BEBELANDIA INC,1295
436213-1-429559,VENTANAS SOLAR  S A,1294
1156957-1-573025,PSA PANAMA INTERNATIONAL TERMINAL  S A,1292
962396-1-528195,DOBLE SR DE PANAMA  S A,1291
155586347-2-2014,ALEZOR SA,1285
21592-143-193809,VERDE AZUL S A,1284
1875621-1-718047,B H CORP  S A,1283
20558-201-186121,COMERCIALES LA NUEVA REINA S A,1282
8-845-1115,EDWIN LAO,1281
2541670-1-825001,VETS & PETS TRAIDING PANAMA,1280
1714394-1-689035,CCF OVERSEAS CORP,1280
203-99-49005,COMPA#IA BTESH S A,1278
1756805-1-697497,DISTRIBUIDORA  YAZMIN   S  A,1276
689706-1-466161,PEDESU INTERNATIONAL LTD  CORP,1274
48875-2-312753,"GTM PANAMA, SA",1272
12046-137-120112,ENVASES DEL ISTMO S A,1267
1989534-1-738450,METRIC PANAMA  S A,1263
12273-22-122170,DENTI CLINICA S A,1259
946321-1-524832,DORADO CENTER  SOCIEDAD ANONIMA,1255
466-489-101996,CASA EGEO S A,1255
939572-1-523411,RODIO SWISSBORING PANAMA   S A,1253
59159-22-343649,UINICRESE S A,1249
1377502-1-623071,MINDI PORT DEVELOPMENT CORP,1242
1951941-1-731959,CENMAN  S A,1241
2107818-1-757947,"M Y D ,S.A",1241
1474339-1-642640,SSO CORPORATION S A,1233
155587827-2-2014,XTREME MOTORS TRADING INC,1233
10758-51-109405,INVERSIONES DALLAS S A,1233
729804-1-475013,LIFE HOME OFFICE INC,1231
32423-34-247629,GAMING & SERVICES DE PANAMA  S  A,1230
9-738-581,JAVIER VARGAS,1229
2085387-1-754071,INTERNACIONAL LA PAZ MALL S A,1228
155605989-2-2015,DISTRIBUIDORA GLOWLEY S.A.,1228
64339-82-357625,AIR FACILITY PANAMA S A,1228
1158561-1-573333,PANAMA FORKLIFT COMPANY INC,1223
2213785-1-775372,WONDERFUL INC,1216
902-308-105023,FRANQUICIAS PANAME?AS S A,1216
766-19-135058,CENTRO DE PINTURAS PINTUCO SA,1215
430426-1-428755,TECNOPOTENCIA S A,1214
54257-133-330452,MYERS DE PANAMA S A,1213
155629503-2-2016,NOVSAL GROUP IMPORT S.A.,1207
47028-19-305805,TELEFONICA MOVILES PANAMA S A,1207
38-21-5026,COMPA IA AZUCARERA LA ESTRELLA S A,1204
1116351-1-563380,IMPORTADORA GONZALEZ SUPPLIES  S A,1201
382638-1-421897,CASIOLANDIA PANAMA S A,1192
48326-1-370814,INTERNACIONAL BELEN S A,1192
2445736-1-811527,KANAN OVERSEAS I INC.,1187
95522-1-377826,COMMERCIAL LOGISTICS   S A,1185
1749747-1-696100,LUMOVIL  S  A,1179
155604280-2-2015,"ORTIZ & MEJIA PANAMA, S.A.",1174
325-581-71443,BARRAZA Y CIA S A,1174
62449-76-889,PAN AM GENERATING LIMITED,1170
553744-1-443840,OLEG CASSINI INC,1165
2072194-1-751715,TECBITE INC,1165
155637611-2-2016,INVERSIONES HERMANO CTK S.A.,1165
56909-79-337351,IBER UTILES S A,1160
PE-5-238,ENRIQUE CHONG,1158
2546245-1-825695,JAD GROUP INC,1156
30831-116-240657,MULTI PARTES S A,1155
59838-19-345377,CENTRAL AZUCARERO DE ALANJE S A,1155
1675920-1-680848,OPERADORA PANAMAX,1152
452426-1-431747,LATIN IMPRESSIONS S A,1145
40485-72-279728,GENERAL SUPPLIERS S A,1143
1406541-1-628953,J C  PRODUCTS & SERVICES  S A,1141
51870-9-322598,MAPIEX AVIATION S.A.,1140
12867-224-127267,EL RANCHERITO S A,1136
125-103-33907,ARGOS PANAMA S.A.,1135
1041-1-363971,COCLESANA DE DISTRIBUICION S A,1134
549-287-119641,OPTICA SOSA Y ARANGO S A,1131
2180880-1-770359,LUCALZA PANAMA S.A.,1131
581147-1-448207,GRUPO GILAR S A,1130
772942-1-485852,BOUTI   S  A,1128
2263267-1-783774,CAMAYA S A,1126
155151-1-386703,NUEVA CASA DEL TANQUE S A,1123
42660-17-288805,INVERSIONES AMIGO S A,1123
2499643-1-818758,CARMEN  STEFFENS PA.S.A,1120
15025-77-145429,REPUESTOS MUNDIALES S A,1111
155640547-2-2016,VEGETALES FRESQUITA PANAMA S.A,1109
2350839-1-797707,DECOEXPRESS S.A.,1107
155625374-2-2016,"MIELE CENTER PANAMA, SA",1105
1823676-1-709428,DISTRIBUIDORA E INVERSIONES D R K   S A,1104
1246848-1-592336,INTERCERAMIC DE PANAMA SA,1102
994855-1-534959,CLARO PANAMA  S A,1102
38564-63-272008,GRUPO BARSASH S A,1099
2274318-1-785727,COMERCIALIZADORA ANCAR S.A.,1097
557-538-101617,SISTEMAS MCOPCO PANAMA S A,1096
985987-1-533212,DIGICEL  ( PANAMA ) S A,1096
2360488-1-799237,CRM INTERNATIONAL HOLDING SA,1095
2305582-1-790505,RIDE PTY S.A.,1095
825-16-128481,VIVERES DE PANAMA S A,1094
38717-12-272572,IMPORTADORA DE INSUMOS S A,1091
1002-214-109639,MULTI REPUESTO S A,1091
1199766-1-581801,PAZOS Y CIA PANAMA SA,1091
768515-1-484750,PANAMA INTERNATIONAL TRADERS S A,1088
32410-153-247549,LOFA TRADING S A,1084
1253715-1-889,D & G PANAMA  S  DE R L,1083
64209-10-357114,OMNI INTERNATIONAL S A,1083
10881-146-110583,MULTI COMERCIAL S A,1081
37255-145-266651,MAWA ENTERPRISES CORP,1078
61949-50-350735,ALUMICENTRO DE PANAMA S A,1075
155604312-2-2015,MULTISERVICIOS Y PROYECTOS S.A,1074
2359489-1-799041,EQUIPO Y MAQUINARIA PTYSA,1073
998592-1-535732,CRUZ DEL SUR DUWEST  S A,1073
2656687-1-841541,DROGUERIA E IMPORTAD. ALEMANA,1072
2334656-1-2163,MAKITA PANAMA INC,1070
1967326-1-734686,ELECTRONICA TECNICA  S A,1070
25717-2-220038,ELECTRICIDAD ILUMINACION Y HOGAR S A,1069
4412-110-59211,PET WORLD S A,1069
2510326-1-820247,"DISTRIBUIDORA SADA 18, SA",1069
580-466-120204,PRODUCTOS LA DO,1069
8-708-2025,HAIDI BERNAL,1067
522-584-113262,"GRUPO LOS TRES (PANAMA), SA",1060
657909-1-460730,G  D  IMPORT   S   A,1060
594468-1-1171,ELEVADORES OTIS S RL,1058
18686-70-172575,AMERICAN TRUCKING INC,1057
47880-1-223,PEDREGAL POWER COMPANY S  DE R L,1053
1486914-1-644882,DISTRIBUIDORA LING LONG  S A,1051
6606-136-75525,"PMG PANAMA, S.A.",1051
32374-32-247418,MERCANTIL FARMACEUTICA S A,1047
311-77-66961,DISTRIBUIDORA COMERCIAL S A,1047
155628665-2-2016,"SERVICIOS ALVIPI, S.A.",1046
44947-167-667,CONSTRUCTORA MECO S A,1045
2200775-1-773181,SOMEPAN S A,1044
35219-101-259277,ORTO SISTEMAS  S  A,1043
55876-21-334590,"CENTRO AUDIO FOTO , S.A.",1041
7875-49-84465,FLORENCIA INTERCOMERCIAL S A,1039
2078317-1-752797,OSKAL INTERNATIONAL S A,1033
523-96-113355,PRODUCTIVE BUSINESS SOLUTIONS (PANAMA)  S A,1033
45829-2-301465,COLON CONTAINER TERMINAL S A,1032
135-125-35457,MERCURIO S A,1032
587493-1-449360,PACIFIC MODA S A,1032
1324810-1-611421,"USA OUTLET STORE, SA",1032
1951708-1-731929,PULASKI  INC,1031
2432601-1-809477,PROTEK CORP,1030
550-282-12652,FABRICA DE MUEBLES ORIGINALES S A,1030
1584810-1-663199,PEAL  S A,1028
1841390-1-712091,TOP AGALIL  S  A,1026
9374-1-365284,HARDI HOLDING S A,1026
2216561-1-775760,COMERCIALIZADORA DE FLORES F,1019
674-267-109966,MOTOREL VISTA HERMOSA S A,1019
26161-25-222625,REFRIGAS Y ADITIVOS S A,1012
39497-51-275821,DISTRIBUIDORA EL CORCEL S A,1010
2449771-1-812092,B.S. TRANSPORTE S.A.,1009
155591336-2-2015,"KING OF KINGS AUTO PARTS, CORP",1009
155613077-2-2015,QUALITY FOODS HOLDING CORP,1006
8-238-2376,LETE GROUP INVESTMENT,1006
889803-1-512482,S & G TRADING PANAMA  S A,1006
245200-1-402315,"NEUMATICA Y CONTROL,S.A.",1006
44101-50-294097,DISTRIBUIDORA DE SEDERIA S A,1006
55650-21-334055,VERTIMAX INTERNATIONAL CORP,1000
513-162-111505,"ADVANCE MOTORS, S.A.",997
2222828-1-776763,E WORLD S.A.,997
375742-1-420918,PANHELLENIC ENTERPRISES AE S A,993
2432524-1-809459,LOGIC TRADE PANAMA S.A.,991
1077389-1-553678,COPPER GROUP  S  A,991
403570-1-424808,"TEC & HOUSE ,S.A.",990
26873-83-226131,PANAMA  FORWARDERS INC,988
1743124-1-694768,H H INVERSIONES S A,987
164961-1-388705,ALCON CENTROAMERICA S A,984
1683284-1-682766,GRUPO UNIDOS POR EL CANAL  S A,983
155630497-2-2016,GRUPO PRIMO,976
35263-2-259373,ALDA DEPANAMA S A,976
11170-121-112848,ALCAP COMERCIAL S A,975
966-279-110162,VENDO PANAMERICANA S A,975
389-449-86115,PRODUCTOS MARIBEL S A,973
55161-17-332886,MERCANTIL DE COMERCIO PANAME?A S A,971
155604680-2-2015,"J.M.J., S.A.",970
1075658-1-553254,PRODUCTOS DE REFRIGERACI N Y AIRES ACONDICIONADOS  S A   PREASA,970
1222-275-120816,"WACO,S.A.",967
1057493-1-549031,ETIPLAST DE PANAMA  S  A,967
53865-85-329316,U S PHARMACY SYSTEMS INC,962
1840064-1-711839,PLASTIMEX PANAMA  S A,960
912952-1-517511,MACRO GROUP,958
554960-1-443922,OMNILIFE DE PANAMA S A,956
3705-33-53513,NORITEX S A,955
61640-33-349863,GRUPO SOLID WHOLESALE PANAMA S A,955
1133986-1-567901,ASAP PANAMA S A,953
2127961-1-761472,SEPPELEC CENTRO AMERICA S A,953
155610404-2-2015,FANTACC S.A.,949
63429-59-354966,COMPUTER CONNECTION S A,949
1465218-1-640730,KIRPHAN TRADING  S A,947
1612185-1-668595,PICAMODA INTERNACIONAL  S A,947
262-395-6572,AUTO IMPORT S A,946
922445-1-519669,SUNBORN CORP,946
1435461-1-634795,MJ INTERNATIONAL PARTS  S A,946
4560276543,PATRICK HORTON,945
556399-1-444264,LA RIVIERA PANAMA  S  A,944
12453-217-123692,ELECTRON INVESTMENT S A,943
38532-1-369148,LUBRICANTES Y QUIMICOS S A,943
1678878-1-681634,DISTRIBUIDORA DEL CARIBE PANAMA  S A,941
767104-1-484328,SON IMPORT S A,938
280-319-61818,CONSTRUCTORA URBANA S A,937
309078-1-411222,DISTRIBUIDORA FERRAMENTA S A,935
318460-1-412667,"PLASTIMETAL, S.A.",935
212971-1-263,PROCTER & GAMBLE INTERAMERICAS DE PANAMA  S  DE R L,933
1670077-1-679493,HIJAZ  S A,931
694326-1-467231,AMPESA GROUP CORP,930
1130991-1-567041,CRYSTAL HOUSE CORPORATION,929
39505-64-275848,PANAMERICANA DE DISTRIBUCION S A,929
358503-1-418585,GLOBAL MUNDI S A,928
E-8-73383,WEIPING ZHU,928
2082114-1-753429,GRUPO HS PANAMA S A,928
2052278-1-748187,SUPERCENTRO PROGRESO,926
195318-1-394555,COOSEMANS PANAMA S.A,926
52645-1-371437,ACCESORIOS Y REPUESTOS ARTURO S A,926
155602838-2-2015,THE MARKETHOUSE INC,926
715646-1-471818,TUBOTEC  S A,925
1710822-1-688370,SURTIMAX PANAMA  S A,925
20060-1-366708,TB ARSENAL SPORT NUTRITION S A,925
1448145-1-637597,TIFCO PANAMA INC,921
472-520-105024,PRODUCTOS LUX S A,920
477-46-104385,HORACIO ICAZA Y COMPA#IA S A,920
155627133-2-2016,AIR SHOP PANAMA S.A.,917
670-173-134480,TALLERES INDUSTRIALES S A,916
E-8-53494,FELIPE CHIN,916
58125-84-340838,SOLDADURA MOVIL S A,915
285-165-7272,PLASTIGLAS S A,915
54622-37-810,PANAMA CANAL RAILWAY COMPANY,915
2035741-1-745600,HARRODS COLLECTION,914
66339-1-373342,CINEMARK PANAMA S A,912
8329-70-87734,GRAFOCENTRO S A,912
995-33-102421,SELLORO S A,911
463-446-101019,MILFORD S A,905
2354951-1-798434,INVERSIONES CARDURY  RIO H S.A,905
386941-1-422480,HOME INTERIORS S.A.,905
2370227-1-800570,PANAMA FOREST AND GARDEN SA,903
1172-95-112566,RESERMA S A,903
8-NT-1-18872,COOP SERV MULT BANANERA DEL ATLANTICO RL,902
1949528-1-731609,AVA MOTOR  S A,902
1030426-1-542708,RB INTERIORES  S A,901
66104-114-363217,GALERIA PORTO FINO S A,896
155630122-2-2016,MSOSAS S.A.,895
9736-9-99681,DISTRIBUIDORA PACIFIC ATLANTIC S A,893
1016-327-115007,PESQUEROS S A,892
439-575-10813,CELMEC S A,892
308761-1-411174,REFRICENTER GROUP S A,892
47707-36-308211,FURSYS S A,890
1285908-1-601739,D GUSTO  S A,888
2613027-1-835634,"LA VICTORIA, S.A.(AL. SUN WAH)",887
2134644-1-762604,CHAIN GLOBAL LOGISTICS INC,885
9335-145-95698,JACKAL S A,885
62662-43-352811,CAPACOL S A,881
1720826-1-690296,FON PANAMA  S A,879
2-48-212,COOP DE SERVICIOS MULT DE PRODUCTORES DE LECHE DE PANAMA R L,878
155636751-1-2016,"GENERAL OFFICE SUPPLIES, CORP",876
2108697-1-758103,GAZZINI PLAZA,874
1603976-1-666835,ESCALANTE SANCHEZ S A,874
335-535-74021,CASA CONFORT S A,874
1226519-1-587633,MYSTIC DETAILS  S A,874
39405-19-275445,MERCADEO Y DISTRIBUCION S A,872
155674827-2-2019,"PANACARGA LOGISTIC, S.A.",872
337-400-72743,PAPELERA ISTME,872
1248231-1-592681,DIGITAL LIFESTYLE INC,871
1277643-1-599680,TECNICA MECANICA DE SERVICIOS  S A,870
21532-41-193366,COMERCIAL RALI S A,869
53788-16-328998,RETAIL GROUP S.A,868
58856-52-342837,GENETICA DE PANAMA S A,868
63612-20-355520,MADECARO S A,866
49039-72-313499,FRIO BARU S.A.,864
4-779-557,JAIME HASAN ASLAM HUSSEIN,863
9857-220-101047,JELLINI S A,862
1889745-1-720710,CONSULTORES DE VENTAS CORPORATIVAS  S A,861
661557-1-461357,ANDALUCIA S A,861
284522-1-407802,INTERMEDIC S.A.,857
1223478-1-586953,GROMAL  S A,857
N-15-369,CHENG KING LUNG,855
1793156-1-704051,ATLAS COPCO CENTRAL AMERICA S A,854
26828-2-225899,PRODUCTOS LACTEOS SAN ANTONIO S A,853
2213788-1-775373,IMPORTADORA GOLD SUN S A,849
N-20-2472,JIN NING ZHENG/ IMP. Y DIST. DIN,849
2595622-1-833050,AUTO ELECTRIC IMPORT,848
40371-93-279247,FASHION CONSUL INTERNATIONAL S A,848
155645414-2-2017,IMPORTADORA GOLDEN SUN S.A.,847
155650610-2-2017,CHIRIQUI BOX,847
248876-1-402837,INVERSIONES AGPRO S A,846
48775-47-312292,HERMANOS LAM S A,846
2201851-1-773313,A & E NATIONAL CORP,845
1042-1-363972,RING RING & ENERGY CORP,844
372179-1-420474,AGENCIA NUEVO HUNG SHENG S A,843
774654-1-486338,PETTY SHOP  S A,843
2529941-1-823138,LUO & CIA S.A,842
506286-1-436522,SPORTS FACTORY   S  A,840
24082-9-211065,RED DRAGON S A,838
155602069-2-2015,PIRITA VENTURES CORP,838
678-298-131096,ELECTRONICA MEDICA S A,837
778-301-137580,BANDAG DE PANAMA S A,836
2278610-1-2148,PRODUCTOS NEVADA  S DE RL,835
1156933-1-573014,YENTEC  S A,835
1517966-1-820225,SANTIAGO TRUCKS AND PARTS S.A,834
57983-110-340442,EMPRESA DE DIST ELECTRICA CHIRIQUI S A,833
1911974-1-724640,GRUPO PRO STAR  S A,832
344-219-74838,MAX E JIMENEZ S A,830
155598602-2-2015,"INDEPENDENT SEAFOODS PMA, S.A.",829
PE-5-238,ENRIQUE CHONG FUNG,826
1058730-1-549317,TECNIC GROUP  S A,825
2104394-1-757427,ASIA AUTO INVERSIONES S A,825
53836-33-329197,PISA FARMACEUTICA DE PANAMA S A,824
346491-1-416941,QUINVA PANAMA S A,824
155632937-2-2016,AKD INTERNATIONAL PMA CORP,823
474598-1-434800,ALTERNEGY  S A,822
155626930-2-2016,CONCEPT STORE GROUP CORP,821
1955225-1-732570,SUPER MOTOS SERRANO  S A,815
31252-29-242340,VIEWSIGHT CORPORATION,814
540-485-117106,GOLD MILLS DE PANAMA S A,812
316-389-68814,PROVEEDORA TECNICA S A,811
29227-9-234413,FRIOMAX S A,811
1480780-1-643575,INVERSIONES RIO ALEJANDRO  S A,811
11422-77-114867,CERRO PUNTA S.A.,810
46855-36-305252,SERVICIOS MIVA S A,810
1905209-1-723463,IMPORTADORA CHEN  S A,809
1864183-1-715875,CHILDREN TOYS  S A,809
63785-27-356035,KASH INTERNATIONAL S A,808
2550005-1-826247,EL CANAL DE LAS FLORES S.A.,808
38613-2-272208,GRUPO VETERINARIO S A,807
1740349-1-694213,TRI STORE PANAMA S A,805
1654647-1-676370,REGALOS B G   S A,801
3892-99-55133,MAGNATEX INTERNACIONAL S A,800
1860738-1-715295,FAUNA PANAMA S A,799
19257-64-175714,ROCHEM BIOCARE DE PANAMA S A,798
11850-47-118285,AGROINDUSTRIAS ALIMENTICIAS DE VERAGUAS S A,798
1636591-1-672927,CASA MISCELLANY INC,796
1696451-1-685581,IMPORTED EXCLUSIVE MEATS INC,796
155602533-2-2015,"ARQUIVOLTA, SA",794
1802757-1-705580,MICROMAC S A,793
559-17-2258,LA ESCUELA INTERNACIONAL DE PANAMA,792
2040845-1-746374,RUTH FASHION STORE,792
1313639-1-608866,HOTELERA RH  S A,790
155664410-2-2018,MUMUPA CORP,788
914084-1-517780,MUEBLES JAMAR PANAMA S A,787
2560164-1-827676,HAYAS GROUP S.A.,787
155630122-2-2016,"MSOSAS, S.A.",786
691634-1-466491,NATURAL INVESTMENT  INC,785
155635615-2-2016,"SALON BASICS, S.A.",785
409464-1-1106,FCC CONSTRUCCION AMERICA S.A.,784
267069-1-405452,TIENDAS DE MARCAS  S A,784
517036-1-438048,AL SALAM S A,782
155586677-1-1,ALMACEN TOTO ALMIRANTE,780
627-18-106521,RODOLFO MORENO Y COMPA#IA S A,778
545679-1-442500,E BUSINESS DISTRIBUTION S A,777
1968459-1-734875,ADVANCE LABORATORIOS  INC,777
10050-51-102976,CONFECCIONES SHIC S A,776
1321680-1-610694,DISTRIBUIDORA J K B   S A,775
E-8-80868,MAI FAN FENG,775
2348858-1-797432,"INVERSIONES HAPPY MOMENTS, SA",772
155586901-2-2014,"DI AVENUE, SA",771
2336713-1-795613,TECNOLOGIA Y MAQUINARIAS PMA,764
160938-1-387841,INVERSIONES RUTHY S A,764
155648819-2-2017,MF RETAIL CORP,763
1880043-1-718916,BLUE POWER ELECTRONICS S A,760
77098-1-374951,CIA. ALIMENTOS DE ANIMALES S.A,760
1301642-1-605713,DOKA PANAMA S A,757
9388-15-96104,ADITIVOS DE PANAMA S A,757
249729-1-402982,KLASIKO FASHION GROUP S A,757
1-720-936,ALONSO BANARD FRANCIS/KAV S.A,754
360199-1-418810,SILVER MODA S A,754
1581982-1-662768,AGRICENTER PANAMA S A,753
42968-58-290041,COMPA IA PANAME A DE SISTEMAS S A,753
752228-1-480172,ALTA TECNOLOGIA MEDICA S A,752
670-267-134620,CISNE S A,752
1785654-1-702809,EMASAL DE PANAMA  S A,751
666401-1-462091,BLVD QUINTA AVENIDA S A,751
2340897-1-796255,CIRCUIT CITY S.A.,751
285-293-63359,JULIO VOS S A,751
24271-91-211974,SERVICIOS Y TALLERES S A,751
155633192-2-2016,TOTO ISLA S.A.,747
1456444-1-639193,FLEX PANAMA  INC,747
2559021-1-827462,CORPORATION COLD WORLD INC,747
391609-1-423058,"EMPRESAS MACROSCAN, S.A.",746
1071534-1-552299,SUN MOTORS S A,745
155625873-2-2016,LAYLA NAYAH S.A.,745
50490-74-318410,FACTORY OUTLET S A,745
155597102-2-2015,"IRTTO PANAMA, SA",743
38162-45-270662,SUPERIOR S A,742
714735-1-471704,EQUIPSA BALBOA S A,742
155630007-2-2016,RYASA PANAMA S.A.,740
155664425-2-2018,"GREENPEAK, S.A.",739
472004-1-434392,PAPEL TECH CENTRALES S A,739
2539733-1-824671,"MOTOR EMOTION, S.A",738
855-534-103651,AGENCIAS DOMINGO S A,737
2602618-1-834111,MODENA EQUITY S.A,734
7698-122-83232,INVERSIONES Y DESARROLLO ESCORPION S A,734
952-313-110427,RECONSTRUCTORA EN FRIO S A,734
24471-79-212888,COMERCIAL SANTA ANA S A,732
919828-1-519094,INTEGRALES AGROPECUARIOS S A,729
1137617-1-568805,UNIMARCA INTERNACIONAL S A,729
920437-1-519239,"AXALTA PMA, S.A.",729
376824-1-421070,SAEG ENGINEERING GROUP PANAMA INC,726
287677-1-408285,CIA H A UNIVERSAL S A,725
354969-1-418075,PET DEPOT SUPLLY S A,722
1444105-1-636682,TRENDY LIVING COMPANY INC,722
46965-2-305596,FEDECOMPRAS S A,722
933048-1-522047,MULTI REPUESTOS KAT S A,722
1217841-1-585717,SOLAIRE PANAMA S A,720
565187-1-445548,PANAMA LININGS S A,720
654-598-108836,DISTRIBUIDORA PANATEX S A,719
1023567-1-541020,BAUER FUNDACIONES PANAMA S A,719
E-8-62946,ALMACEN LILY,718
1363040-1-620164,ABC TRADING HOLDING  S A,717
1791426-1-703766,ARSUM REPRESENTACIONES  S A,717
563909-1-445398,AGENCIA INTERNACIONAL DE MARCAS S A,716
1498692-1-647126,G TECH OUTDOOR  S A,715
155677687-2-2019,"TESA MOTOR, CORP",714
26308-94-223259,J C V INTERNATIONAL INC,712
218642-1-398108,DISTRIBUIDORA VIILL OS S.A. (DIVILISA),708
57983-92-340441,BAHIA LAS MINAS CORP,707
25116-68-216612,MASTER PARTS AND SERVICES S A,706
263874-1-404986,EUROPA SERVICES  S  A,706
1650923-1-675623,CHK INVESTMENT  S A,706
1675286-1-680669,AUTO CENTRO 2001  S A,703
1725884-1-691332,AUTO MERCANTIL SERVICIOS S A,703
495-529-110771,PRODUCTOS PANAME#OS S A,703
1995707-1-739358,ACUSTERM PANAMA S A,702
198170-1-394967,PHARMA TRADE & SERVICE S.A,702
364477-1-419489,INFINITE BUSINESS TRADERS S A,698
1656255-1-676671,LOO INVESTMENT CORP,697
1791492-1-1624,ALIMENTOS KELLOGG DE PANAMA,696
